ion_type,canonical_smiles,source_properties,source_split_roles,source_files
cation,CCCCCC[N+]1(CCCCCC)CCCC1,tox,training;validation,train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv
cation,CCCCCC[NH+](CCCCCC)CCCCCC,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[NH+]1C=CN(C)C1,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv
cation,CCCCCC[NH2+]CCN,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCC[P+](CCCCCC)(CCCCCC)CC(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCC[S+]=C(N(C)C)N(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[n+]1cc(C)cc(C)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCC[n+]1cc(C)cc(C)c1C,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCC[n+]1cc(C)cc(C)c1CC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCC[n+]1cc(C)cc(C)c1CCCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCC[n+]1cc(CC)cc(CC)c1CCC,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCC[n+]1ccc(C#N)cc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[n+]1ccc(C)cc1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_5_group_tox.csv
cation,CCCCCC[n+]1ccc(N(C)C)c(C)c1,vis,test,test_group_vis.csv
cation,CCCCCC[n+]1ccc(N(C)C)cc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv
cation,CCCCCC[n+]1ccc(N2CCC(C)CC2)cc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCC[n+]1ccc2ccccc2c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCC[n+]1cccc(C#N)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCC[n+]1cccc(C)c1,co2;tox;vis,test;training;validation,test_group_tox.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_vis.csv
cation,CCCCCC[n+]1cccc2ccccc21,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
cation,CCCCCC[n+]1ccccc1,tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_4_group_vis.csv
cation,CCCCCC[n+]1ccn(C)c1,co2;vis,test;training;validation,test_group_co2.csv;train_1_group_co2.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_co2.csv;val_4_group_co2.csv;val_5_group_co2.csv
cation,CCCCCC[n+]1ccn(C)c1C,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;val_5_group_tox.csv
cation,CCCCCC[n+]1ccn(CC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCC[n+]1ccn(CCC#N)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCC[n+]1ccn(Cc2ccc(C)cc2)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCCc1cccc[n+]1CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1,vis,test;training;validation,test_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCCn1c[n+](CCCCS(=O)(=O)O)cn1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCCCn1cc[n+](C)c1,co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCCCCn1cc[n+](C)c1C,co2;tox;vis,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_4_group_tox.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCCCCn1cc[n+](CC)c1,tox,test;training;validation,test_group_tox.csv;train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,CCCCCCn1cc[n+](CCC#N)c1,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
cation,CCCCCCn1cc[n+](CCCCCC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCC[N+](C)(C)CC,co2;vis,test;training;validation,test_group_co2.csv;train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCC[N+](C)(C)CCO,vis,test,test_group_vis.csv
cation,CCCCC[N+](C)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCC[N+](C)(CCC)CCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCC[N+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCC[N+]1(C)CCCC1,co2,test,test_group_co2.csv
cation,CCCCC[N+]1(C)CCOCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
cation,CCCCC[NH3+],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCC[P+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
cation,CCCCC[S+]1CCCC1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCC[n+]1ccccc1,tox;vis,test;training;validation,test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
cation,CCCCC[n+]1ccn(C)c1,tox;vis,test;training;validation,test_group_tox.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_tox.csv;val_3_group_vis.csv
cation,CCCCC[n+]1ccn(CCCC)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCCCc1c(C)cc(C)c[n+]1CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCc1c(C)cc(C)c[n+]1CCCC,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCCc1cccc[n+]1CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCCCn1c(C)cc(C)[n+]1-c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,CCCCCn1cc[n+](C)c1,co2;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv
cation,CCCCCn1cc[n+](C)c1C,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCCn1cc[n+](CCCCC)c1,vis,training;validation,train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCCN1C=C[NH+](C)C1,co2,training;validation,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
cation,CCCCN1C=C[NH+](CCCC)C1,co2,training;validation,train_1_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_2_group_co2.csv
cation,CCCCNC(=O)C[n+]1ccn(CC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCCOC(=O)c1nccc[n+]1CCCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCOCC(O)CN(CCCn1cc[nH+]c1)C(C)=O,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
cation,CCCCOCC(O)CNCCCn1cc[nH+]c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCCOC[n+]1cccc(O)c1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_5_group_tox.csv
cation,CCCC[N+](C)(C)C,co2;tox;vis,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_3_group_co2.csv
cation,CCCC[N+](C)(C)C(=N)N(C)C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCC[N+](C)(C)CC,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;val_3_group_tox.csv;val_4_group_tox.csv;val_5_group_vis.csv
cation,CCCC[N+](C)(C)CCO,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCC[N+](C)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_5_group_vis.csv
cation,CCCC[N+](C)(CCC)CCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCC[N+](C)(CCCC)CCCC,co2;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC[N+](CC)(CC)CC,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_3_group_co2.csv;val_4_group_co2.csv
cation,CCCC[N+](CCCC)(CCCC)CCCC,co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_vis.csv
cation,CCCC[N+]1(C)CCCC1,co2;tox;vis,test;training;validation,test_group_tox.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
cation,CCCC[N+]1(C)CCCCC1,co2;tox;vis,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_4_group_tox.csv;val_5_group_tox.csv
cation,CCCC[N+]1(C)CCOCC1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_tox.csv;val_5_group_vis.csv
cation,CCCC[N+]1C=CC=C(C(=O)[O-])C1,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
cation,CCCC[NH+]1C=CN=C1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCC[NH+]1C=CN=C1c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC[NH+]1CCCC1,vis,test,test_group_vis.csv
cation,CCCC[NH3+],vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
cation,CCCC[P+](C)(CCCC)CCCC,co2;vis,training;validation,train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCC[P+](CC)(CC)CC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv
cation,CCCC[P+](CC)(CCCC)CCCC,co2;vis,test;training;validation,test_group_co2.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CCCC,co2;tox;vis,test;training;validation,test_group_vis.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CCCN,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CCSC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_5_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CCSCC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)COC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCC[P+](CCCC)(CCCC)CSC,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
cation,CCCC[S+]1CCCC1,vis,test;training;validation,test_group_vis.csv;train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCC[S+]1CCCCC1,vis,test,test_group_vis.csv
cation,CCCC[n+]1cc(C)cc(C)c1,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_3_group_tox.csv;val_3_group_vis.csv
cation,CCCC[n+]1cc[nH]c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv
cation,CCCC[n+]1ccc(C#N)cc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv
cation,CCCC[n+]1ccc(C)c(C)c1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_4_group_tox.csv
cation,CCCC[n+]1ccc(C)cc1,co2;tox;vis,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_vis.csv;val_3_group_tox.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_tox.csv
cation,CCCC[n+]1ccc(N(C)C)cc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_1_group_tox.csv;val_5_group_tox.csv
cation,CCCC[n+]1ccc2ccccc2c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCC[n+]1cccc(C#N)c1,vis,test,test_group_vis.csv
cation,CCCC[n+]1cccc(C)c1,co2;tox;vis,test;training;validation,test_group_tox.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,CCCC[n+]1cccc(C)c1C,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,CCCC[n+]1cccc2ccccc21,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
cation,CCCC[n+]1ccccc1,co2;tox;vis,test;training;validation,test_group_co2.csv;train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_2_group_tox.csv;val_2_group_vis.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_tox.csv;val_5_group_vis.csv
cation,CCCC[n+]1ccccc1C,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_2_group_vis.csv;val_3_group_vis.csv;val_4_group_tox.csv;val_5_group_tox.csv
cation,CCCC[n+]1ccn(C(CC)CC)c1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,CCCC[n+]1ccn(C)c1,co2;vis,test;training;validation,test_group_co2.csv;test_group_vis.csv;train_1_group_co2.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_1_group_vis.csv;val_2_group_co2.csv;val_3_group_co2.csv;val_3_group_vis.csv;val_4_group_co2.csv;val_4_group_vis.csv;val_5_group_co2.csv;val_5_group_vis.csv
cation,CCCC[n+]1ccn(C)c1C,co2,training;validation,train_1_group_co2.csv;train_2_group_co2.csv;train_3_group_co2.csv;train_5_group_co2.csv;val_4_group_co2.csv
