cation,anion,SMILES
C=C(Br)N[NH3+],CCCC(C)NC(=O)C1CCCCC1C(=O)[O-],C=C(Br)N[NH3+].CCCC(C)NC(=O)C1CCCCC1C(=O)[O-]
CC1C(=O)CC[NH+]2CCCCC12,O=C([O-])NCCCCC1CCCC1,CC1C(=O)CC[NH+]2CCCCC12.O=C([O-])NCCCCC1CCCC1
CCCNC(NCCC(C)O)=[NH+]C,CC(CC1CCCS1)C(=O)[O-],CCCNC(NCCC(C)O)=[NH+]C.CC(CC1CCCS1)C(=O)[O-]
CSCC1([NH3+])CCCC1,CCCCCCCCCCCCOC(C)C(=O)[O-],CSCC1([NH3+])CCCC1.CCCCCCCCCCCCOC(C)C(=O)[O-]
C1CCN2CCCCC2CC[NH2+]C1,CCC(=O)c1cscc1[S-],C1CCN2CCCCC2CC[NH2+]C1.CCC(=O)c1cscc1[S-]
COCC[NH2+]CC1CCCCS1,CCC(C)Nc1nc(C(=O)[O-])cs1,COCC[NH2+]CC1CCCCS1.CCC(C)Nc1nc(C(=O)[O-])cs1
C#CCCC[NH+](CCO)C(C)C,CC(C)CCOC(C)C(=O)[O-],C#CCCC[NH+](CCO)C(C)C.CC(C)CCOC(C)C(=O)[O-]
CCCC1(C[NH+](CC)C(C)CO)CC1,COC1CCCC1C(=O)[O-],CCCC1(C[NH+](CC)C(C)CO)CC1.COC1CCCC1C(=O)[O-]
C[NH2+]C(CCCCCOC)C(C)C,Cc1cn[nH]c1CC(=O)[O-],C[NH2+]C(CCCCCOC)C(C)C.Cc1cn[nH]c1CC(=O)[O-]
C[NH+]1CCN(N)CC12COC2,Cc1ccnc(C)c1CC(=O)[O-],C[NH+]1CCN(N)CC12COC2.Cc1ccnc(C)c1CC(=O)[O-]
CCOCCN1CC[NH2+]CC1,CN(C)C(C(=O)[O-])c1cncnc1,CCOCCN1CC[NH2+]CC1.CN(C)C(C(=O)[O-])c1cncnc1
OCC1CCC2CCCCC2[NH2+]1,C#CC#CCS(=O)(=O)[O-],OCC1CCC2CCCCC2[NH2+]1.C#CC#CCS(=O)(=O)[O-]
CCCC(=O)C(C)[NH3+],[O-]NCC(Cl)C=Cc1ccccc1,CCCC(=O)C(C)[NH3+].[O-]NCC(Cl)C=Cc1ccccc1
C[NH2+]CC1CCCC(C2CCCC2)O1,CCOc1cscc1C(=O)[O-],C[NH2+]CC1CCCC(C2CCCC2)O1.CCOc1cscc1C(=O)[O-]
OCCC1CC[NH+](C2CCSC2)C1,CS(=O)[O-],OCCC1CC[NH+](C2CCSC2)C1.CS(=O)[O-]
C=CC[NH+](C)C(C)C(N)=O,CCOCC(C)CC(=O)[O-],C=CC[NH+](C)C(C)C(N)=O.CCOCC(C)CC(=O)[O-]
C#[N+]CC(C)=C(S)S,CC1NNCC1CCC(=O)[O-],C#[N+]CC(C)=C(S)S.CC1NNCC1CCC(=O)[O-]
CC1CCC[NH2+]C1Sc1cnccn1,CC1NNCC1CCC(=O)[O-],CC1CCC[NH2+]C1Sc1cnccn1.CC1NNCC1CCC(=O)[O-]
CCC([NH2+]C(C)CO)C1CC1,O=C([O-])COCC=CCCl,CCC([NH2+]C(C)CO)C1CC1.O=C([O-])COCC=CCCl
C[NH+]1CC2C3CCC(C3)C2C1,COC1CCC(C(=O)[O-])C1C,C[NH+]1CC2C3CCC(C3)C2C1.COC1CCC(C(=O)[O-])C1C
C[NH2+]C1CCCC1CCOC,C=CCc1cccc(CCC(=O)[O-])c1C,C[NH2+]C1CCCC1CCOC.C=CCc1cccc(CCC(=O)[O-])c1C
COC(C)C[NH+]1CCCCC1(C)C,COC1CCC(C(=O)[O-])C1C,COC(C)C[NH+]1CCCCC1(C)C.COC1CCC(C(=O)[O-])C1C
OC1CCCC1C1CCC[NH2+]1,FC(F)(F)CCCn1[n-]nnc1=S,OC1CCCC1C1CCC[NH2+]1.FC(F)(F)CCCn1[n-]nnc1=S
C[NH2+]C1CCCC1CCOC,CSC1CCCCC1Cc1nn[n-]n1,C[NH2+]C1CCCC1CCOC.CSC1CCCCC1Cc1nn[n-]n1
COC(=O)C1CNC(C)C[NH2+]1,[O-]P(O)C1CC(F)C1,COC(=O)C1CNC(C)C[NH2+]1.[O-]P(O)C1CC(F)C1
CCC1[NH2+]C(C)C(C)S1,CC1OC(S(=O)(=O)[O-])CS1,CCC1[NH2+]C(C)C(C)S1.CC1OC(S(=O)(=O)[O-])CS1
C[NH2+]CC(O)CC(O)C=Cc1cccs1,[O-]P(O)C1CC(F)C1,C[NH2+]CC(O)CC(O)C=Cc1cccs1.[O-]P(O)C1CC(F)C1
BC(=O)CC=CC[NH3+],CCP(=O)([O-])C(=O)Cc1ccccc1,BC(=O)CC=CC[NH3+].CCP(=O)([O-])C(=O)Cc1ccccc1
[NH3+]CC1(N2CC3CCC2C3)CCCC1,[O-]P(O)C1CC(F)C1,[NH3+]CC1(N2CC3CCC2C3)CCCC1.[O-]P(O)C1CC(F)C1
COCC([NH3+])CCCCCCO,[O-]NCc1cc2c(cc1Br)OCO2,COCC([NH3+])CCCCCCO.[O-]NCc1cc2c(cc1Br)OCO2
CNC(=O)CSCC([NH3+])CCCOC,OC1COCC1Nc1nn[n-]n1,CNC(=O)CSCC([NH3+])CCCOC.OC1COCC1Nc1nn[n-]n1
C[NH+]1CCCSC1O,O=C([O-])CCc1coc(-c2cncs2)n1,C[NH+]1CCCSC1O.O=C([O-])CCc1coc(-c2cncs2)n1
C[NH+]1CCCSC1O,CSCCC(=O)NCc1ccoc1C(=O)[O-],C[NH+]1CCCSC1O.CSCCC(=O)NCc1ccoc1C(=O)[O-]
COC(C)C1C[NH+]2CCC1CC2,O=C([O-])NCc1cn[nH]c1,COC(C)C1C[NH+]2CCC1CC2.O=C([O-])NCc1cn[nH]c1
CC(C)C[NH3+],Cn1c(CCC(=O)[O-])c(I)c2ccccc21,CC(C)C[NH3+].Cn1c(CCC(=O)[O-])c(I)c2ccccc21
CC(C)C[NH3+],CC(C)(CC(=O)[O-])Oc1ccccn1,CC(C)C[NH3+].CC(C)(CC(=O)[O-])Oc1ccccn1
C[NH+]1CCCC(C2OCCS2)C1,O=C([O-])C(=O)OCC1CC1,C[NH+]1CCCC(C2OCCS2)C1.O=C([O-])C(=O)OCC1CC1
CC[NH+](CC)C1CC1,Cc1cocc1C1C(O)CCN1C(=O)[O-],CC[NH+](CC)C1CC1.Cc1cocc1C1C(O)CCN1C(=O)[O-]
CCOCCC(CCOC)[NH2+]C,O=C([O-])c1cccc(SCl)c1Br,CCOCCC(CCOC)[NH2+]C.O=C([O-])c1cccc(SCl)c1Br
CCC([NH2+]C)C(C)CCOC,COCCC(=O)NC(C)CC(=O)[O-],CCC([NH2+]C)C(C)CCOC.COCCC(=O)NC(C)CC(=O)[O-]
CC(C)NC(=O)NC1CCC[NH2+]C1,Nc1nn2ccccc2c1[S-],CC(C)NC(=O)NC1CCC[NH2+]C1.Nc1nn2ccccc2c1[S-]
CCCCC(CC)[NH2+]CC(Cl)C1CC1,Nc1nn2ccccc2c1[S-],CCCCC(CC)[NH2+]CC(Cl)C1CC1.Nc1nn2ccccc2c1[S-]
C=C[NH+]=C(C)OCCO,O=C([O-])C1CC1C(=O)n1ccnc1,C=C[NH+]=C(C)OCCO.O=C([O-])C1CC1C(=O)n1ccnc1
S=C(CCCCl)NCC[NH+]1CCOCC1,O=C([S-])C(CO)N(O)I,S=C(CCCCl)NCC[NH+]1CCOCC1.O=C([S-])C(CO)N(O)I
CSCC(C)OC1C[NH2+]C1,CCNCn1nnnc1SCC(=O)[O-],CSCC(C)OC1C[NH2+]C1.CCNCn1nnnc1SCC(=O)[O-]
CC(C)[NH+](COC=O)C(C)C,CCOOCCC(OCCS)C(=O)[O-],CC(C)[NH+](COC=O)C(C)C.CCOOCCC(OCCS)C(=O)[O-]
O=C[N+](=O)O,COc1cc2c(CC(=O)[O-])cnn2cc1C,O=C[N+](=O)O.COc1cc2c(CC(=O)[O-])cnn2cc1C
COC1CCCC1[NH2+]CC(N)=O,COCCOCCn1[n-]nnc1=S,COC1CCCC1[NH2+]CC(N)=O.COCCOCCn1[n-]nnc1=S
CCN1CCCCC1C([NH3+])CO,N#Cc1cc2ccc([S-])cc2s1,CCN1CCCCC1C([NH3+])CO.N#Cc1cc2ccc([S-])cc2s1
CC1CC2CCCCC2[NH2+]N1N,CC(C)OC(=O)CSCC(=O)[S-],CC1CC2CCCCC2[NH2+]N1N.CC(C)OC(=O)CSCC(=O)[S-]
NC1C[NH2+]CC1I,CCOCCOCCS(=O)(=O)NCC(=O)[O-],NC1C[NH2+]CC1I.CCOCCOCCS(=O)(=O)NCC(=O)[O-]
NC1C[NH2+]CC1I,O=Cn1cc(OC(=O)[O-])c(Cl)n1,NC1C[NH2+]CC1I.O=Cn1cc(OC(=O)[O-])c(Cl)n1
NC1C[NH2+]CC1I,CC(C)CCCOc1c(Cl)cccc1C(=O)[O-],NC1C[NH2+]CC1I.CC(C)CCCOc1c(Cl)cccc1C(=O)[O-]
NC1C[NH2+]CC1I,CCCCCC(CCCCCCCCC(C)C)C(=O)[O-],NC1C[NH2+]CC1I.CCCCCC(CCCCCCCCC(C)C)C(=O)[O-]
COCCN(CC(F)(F)F)C(=O)C[NH3+],CCCC(=O)[O-],COCCN(CC(F)(F)F)C(=O)C[NH3+].CCCC(=O)[O-]
CC[NH+]=C(N)N1CCN(S(C)(=O)=O)CC1,CCCC(=O)[O-],CC[NH+]=C(N)N1CCN(S(C)(=O)=O)CC1.CCCC(=O)[O-]
CC[N+](=CC(C)(Cl)I)CC,CC(C#N)C(C)NS(=O)[O-],CC[N+](=CC(C)(Cl)I)CC.CC(C#N)C(C)NS(=O)[O-]
O=[N+](O)OP,NN=CC(=O)NC(=O)[O-],O=[N+](O)OP.NN=CC(=O)NC(=O)[O-]
CC1CC(C[NH+]2CCC(O)C2)CC[NH2+]1,O=S([O-])CCF,CC1CC(C[NH+]2CCC(O)C2)CC[NH2+]1.O=S([O-])CCF
C[N+](C)(C)C(Cl)(Cl)COC=O,CC(C)SCCCS(=O)[O-],C[N+](C)(C)C(Cl)(Cl)COC=O.CC(C)SCCCS(=O)[O-]
CC(C)(C)[NH2+]C1CC1(C)C,[S-]C1CCC2CCCCC12,CC(C)(C)[NH2+]C1CC1(C)C.[S-]C1CCC2CCCCC12
COC1CC2CCC[NH2+]C2C1,CC(C)(C)SCCCCC(=O)[O-],COC1CC2CCC[NH2+]C2C1.CC(C)(C)SCCCCC(=O)[O-]
CCC1C[NH2+]CCN1CC(C)(C)C,CC(C)SCCCS(=O)[O-],CCC1C[NH2+]CCN1CC(C)(C)C.CC(C)SCCCS(=O)[O-]
CN1CC[NH+](C)C(CC#N)C1,CC(OCC1CCCO1)C(=O)[O-],CN1CC[NH+](C)C(CC#N)C1.CC(OCC1CCCO1)C(=O)[O-]
CC1CCCC[NH+]1C(N)=S,CC(=CC(=O)[O-])c1occc1Br,CC1CCCC[NH+]1C(N)=S.CC(=CC(=O)[O-])c1occc1Br
CC1CCCC[NH+]1C(N)=S,COc1ccc(=S)[nH]c1[O-],CC1CCCC[NH+]1C(N)=S.COc1ccc(=S)[nH]c1[O-]
C[NH+](C)C1COCC1(CO)NN,O=COC(Cl)(Cl)C(=O)[O-],C[NH+](C)C1COCC1(CO)NN.O=COC(Cl)(Cl)C(=O)[O-]
CC1CCCC[NH+]1C(N)=S,O=COC(Cl)(Cl)C(=O)[O-],CC1CCCC[NH+]1C(N)=S.O=COC(Cl)(Cl)C(=O)[O-]
COCCNc1ccc(CC[NH3+])nc1,CC1CN(C(=O)[O-])CCO1,COCCNc1ccc(CC[NH3+])nc1.CC1CN(C(=O)[O-])CCO1
COCCN1CC(C)(C)[NH2+]CCC1N,O=CNCC(O)C(=O)[O-],COCCN1CC(C)(C)[NH2+]CCC1N.O=CNCC(O)C(=O)[O-]
CC[NH2+]C1CCC2CCCC2SC1,O=CNCC(O)C(=O)[O-],CC[NH2+]C1CCC2CCCC2SC1.O=CNCC(O)C(=O)[O-]
CCC(=CCCl)C[NH+]1CCOCC1,O=CNCC(O)C(=O)[O-],CCC(=CCCl)C[NH+]1CCOCC1.O=CNCC(O)C(=O)[O-]
CC(C)C(C)C[NH+]1CCC(CBr)C1,[S-]C(Cl)=C(Cl)Cl,CC(C)C(C)C[NH+]1CCC(CBr)C1.[S-]C(Cl)=C(Cl)Cl
CCCOCCC(=O)N1CCC[NH2+]CC1,CCCOCCCC(=O)[S-],CCCOCCC(=O)N1CCC[NH2+]CC1.CCCOCCCC(=O)[S-]
CCOCCOC(=O)C[NH3+],CCC(C)CN(CC)CC(C)C(=O)[O-],CCOCCOC(=O)C[NH3+].CCC(C)CN(CC)CC(C)C(=O)[O-]
CCOCCOC(=O)C[NH3+],CS(=O)CCS(=O)CC(=O)[O-],CCOCCOC(=O)C[NH3+].CS(=O)CCS(=O)CC(=O)[O-]
CCC(CC)(CO)C[NH+]1CCOCC1C,CSCS(=O)[O-],CCC(CC)(CO)C[NH+]1CCOCC1C.CSCS(=O)[O-]
CC1C[NH+](C(C)C)CC1NC(N)=O,CSCS(=O)[O-],CC1C[NH+](C(C)C)CC1NC(N)=O.CSCS(=O)[O-]
CC1CCC(C[NH2+]NC(N)=O)C1,CSCS(=O)[O-],CC1CCC(C[NH2+]NC(N)=O)C1.CSCS(=O)[O-]
COCCOc1cncc(C(N)=[NH+]O)c1,O=Cc1csc(F)c1[S-],COCCOc1cncc(C(N)=[NH+]O)c1.O=Cc1csc(F)c1[S-]
O=[N+]1N=CCS1,O=Cc1csc(F)c1[S-],O=[N+]1N=CCS1.O=Cc1csc(F)c1[S-]
C[NH+](C)CI,CC1CC(C)C(OCCCCCC(=O)[O-])C(C)C1,C[NH+](C)CI.CC1CC(C)C(OCCCCCC(=O)[O-])C(C)C1
C[NH+](C)CI,O=C([O-])CC(O)(C1CCCCC1)C(F)(F)F,C[NH+](C)CI.O=C([O-])CC(O)(C1CCCCC1)C(F)(F)F
O=[N+]1N=CCS1,N#Cc1nc2c(cc1N)CCCC2C(=O)[O-],O=[N+]1N=CCS1.N#Cc1nc2c(cc1N)CCCC2C(=O)[O-]
CCC(C)(O)C[NH2+]C(C)C1CCCC1,O=C([S-])NCCCCl,CCC(C)(O)C[NH2+]C(C)C1CCCC1.O=C([S-])NCCCCl
CC(C)COCCCC1CCCCC1[NH3+],O=C([S-])NCCCCl,CC(C)COCCCC1CCCCC1[NH3+].O=C([S-])NCCCCl
CCC(C)CC[NH2+]CC(C)(C)CO,CS(=O)CCNC(=O)[S-],CCC(C)CC[NH2+]CC(C)(C)CO.CS(=O)CCNC(=O)[S-]
COCC[NH2+]CC1CCCN1C,Fc1cncc(-c2nn[n-]n2)c1,COCC[NH2+]CC1CCCN1C.Fc1cncc(-c2nn[n-]n2)c1
CCCC([NH3+])C(=O)NC(COC)C(C)C,O=C([S-])NCCCCl,CCCC([NH3+])C(=O)NC(COC)C(C)C.O=C([S-])NCCCCl
[NH3+]CCOc1ncncn1,O=C([O-])CCCCCCCCOS(=O)[O-],[NH3+]CCOc1ncncn1.O=C([O-])CCCCCCCCOS(=O)[O-]
CC(=O)C(C)CC[NH+]1CC1=O,COc1ccc(F)cc1[S-],CC(=O)C(C)CC[NH+]1CC1=O.COc1ccc(F)cc1[S-]
CCC1CCN(C2CCCC[NH2+]2)CC1,CCCSCC=CC(=O)[O-],CCC1CCN(C2CCCC[NH2+]2)CC1.CCCSCC=CC(=O)[O-]
CC(CN1CC[NH+](C)CC1)N[NH3+],CCCSCC=CC(=O)[O-],CC(CN1CC[NH+](C)CC1)N[NH3+].CCCSCC=CC(=O)[O-]
O=C1NCCC[NH+]1CC1CCCCC1,CCCSCC=CC(=O)[O-],O=C1NCCC[NH+]1CC1CCCCC1.CCCSCC=CC(=O)[O-]
CSOCN(O)C=[NH+]N,CCOP(=O)([O-])Oc1ccccc1,CSOCN(O)C=[NH+]N.CCOP(=O)([O-])Oc1ccccc1
C[NH2+]CC(C)C(=O)NC1CC1,O=C([O-])C#CCCC1CC1,C[NH2+]CC(C)C(=O)NC1CC1.O=C([O-])C#CCCC1CC1
CCCC(Cl)C[NH2+]CCCOCCOC,CCCCCSCC(=O)[O-],CCCC(Cl)C[NH2+]CCCOCCOC.CCCCCSCC(=O)[O-]
C[NH+]1CC(C2CC2)C1,CSOCCCCOS(=O)(=O)[O-],C[NH+]1CC(C2CC2)C1.CSOCCCCOS(=O)(=O)[O-]
CCONCC1CCC[NH+]1C,N#Cc1c([O-])ccc2sc(CBr)cc12,CCONCC1CCC[NH+]1C.N#Cc1c([O-])ccc2sc(CBr)cc12
COC(CBr)C[NH+]1CCC(CCO)C1,O=CNC(O)CC(=O)[O-],COC(CBr)C[NH+]1CCC(CCO)C1.O=CNC(O)CC(=O)[O-]
C[NH2+]CCCC(O)C(C)C,CC(C)C1CCCC1S(=O)(=O)[O-],C[NH2+]CCCC(O)C(C)C.CC(C)C1CCCC1S(=O)(=O)[O-]
CCCC1C(CC)[NH+]1C,CC(C)(C)c1nn[n-]n1,CCCC1C(CC)[NH+]1C.CC(C)(C)c1nn[n-]n1
NC(N)=[NH+]c1nc(O)cs1,CC(CCc1ccco1)C(=O)[O-],NC(N)=[NH+]c1nc(O)cs1.CC(CCc1ccco1)C(=O)[O-]
CCCCSCC([NH2+]CC)C(C)C,CC(C)(C)c1nn[n-]n1,CCCCSCC([NH2+]CC)C(C)C.CC(C)(C)c1nn[n-]n1
CCCCOC1CCCCCC1[NH3+],C=C(Cl)CC(C#N)C(=O)[O-],CCCCOC1CCCCCC1[NH3+].C=C(Cl)CC(C#N)C(=O)[O-]
C=C(Cl)C[NH2+]C1CCCC1CC,C#CCc1ccsc1C(=O)[O-],C=C(Cl)C[NH2+]C1CCCC1CC.C#CCc1ccsc1C(=O)[O-]
CC1CCCC(CC[NH3+])S1,COCC(O)C(S)C(=O)[O-],CC1CCCC(CC[NH3+])S1.COCC(O)C(S)C(=O)[O-]
CSCC([NH3+])C1CCOC1C1CC1,C=CCS(=O)(=O)[O-],CSCC([NH3+])C1CCOC1C1CC1.C=CCS(=O)(=O)[O-]
CC1CC[NH2+]CCC1n1ccnc1,C=CCS(=O)(=O)[O-],CC1CC[NH2+]CCC1n1ccnc1.C=CCS(=O)(=O)[O-]
[NH3+]CC1(C(O)C=O)COC1,O=C([O-])C1CCCCCCC1Cl,[NH3+]CC1(C(O)C=O)COC1.O=C([O-])C1CCCCCCC1Cl
C#CCC1([NH2+]CC)CC1,NC(=O)C(O)C(O)C(=O)[O-],C#CCC1([NH2+]CC)CC1.NC(=O)C(O)C(O)C(=O)[O-]
ON=CNCC[NH+]1CCOCC1,C=CCOCOCCCCOC(=O)[O-],ON=CNCC[NH+]1CCOCC1.C=CCOCOCCCCOC(=O)[O-]
CCSCC1CCC1C[NH3+],CCc1c([S-])cc2c(c1Br)CCCC2,CCSCC1CCC1C[NH3+].CCc1c([S-])cc2c(c1Br)CCCC2
C[NH+]1CCC2(CCCC2)C1,O=CCC(C(=O)[O-])c1ccccc1,C[NH+]1CCC2(CCCC2)C1.O=CCC(C(=O)[O-])c1ccccc1
COCC(C)SCC1C[NH2+]CCO1,CCC1NNC(C)C1C(=O)[O-],COCC(C)SCC1C[NH2+]CCO1.CCC1NNC(C)C1C(=O)[O-]
CCC1CC1[NH2+]C1CCCCOCC1,CCC1NNC(C)C1C(=O)[O-],CCC1CC1[NH2+]C1CCCCOCC1.CCC1NNC(C)C1C(=O)[O-]
CC(C)[NH+]1C=CC(C2CC2)CC1,COC1CCCCC1C(=O)[O-],CC(C)[NH+]1C=CC(C2CC2)CC1.COC1CCCCC1C(=O)[O-]
C[NH2+]C(C1=CCCC1)C(C)O,NCc1cc(C(=O)[O-])ccn1,C[NH2+]C(C1=CCCC1)C(C)O.NCc1cc(C(=O)[O-])ccn1
COCCC([NH3+])C1CC1,CCn1cnnc1SCC(=O)[O-],COCCC([NH3+])C1CC1.CCn1cnnc1SCC(=O)[O-]
CCCC1(O)C[NH2+]CC1C,CSc1ccc(C#N)c([O-])c1C#N,CCCC1(O)C[NH2+]CC1C.CSc1ccc(C#N)c([O-])c1C#N
[NH3+]C1CCC([NH3+])C(CI)C1,CC1CC1=CC(=O)[O-],[NH3+]C1CCC([NH3+])C(CI)C1.CC1CC1=CC(=O)[O-]
COCCNC(=O)C1COCC[NH2+]1,O=C([O-])COCC1CC1=CCl,COCCNC(=O)C1COCC[NH2+]1.O=C([O-])COCC1CC1=CCl
C=CN[NH+](C)C(C)CC,CCCCC1CC(C)CC(C(=O)[O-])C1,C=CN[NH+](C)C(C)CC.CCCCC1CC(C)CC(C(=O)[O-])C1
COCCN(CCO)CC[NH+]1CCCC1,CC(C)N(CCS)C(=O)[O-],COCCN(CCO)CC[NH+]1CCCC1.CC(C)N(CCS)C(=O)[O-]
CC(C)C1COCC[NH2+]1,CC(C)C(C)C(C)C(=O)[O-],CC(C)C1COCC[NH2+]1.CC(C)C(C)C(C)C(=O)[O-]
CCCC(O)C(C)C(C)[NH3+],CNC(Cl)S(=O)(=O)[O-],CCCC(O)C(C)C(C)[NH3+].CNC(Cl)S(=O)(=O)[O-]
CN(C=S)C1(C[NH3+])CC1,Cc1cnc(C(=O)[S-])cc1C,CN(C=S)C1(C[NH3+])CC1.Cc1cnc(C(=O)[S-])cc1C
CNCC[N+](C)(C)C(C)O,CC(C)C(C)C(C)C(=O)[O-],CNCC[N+](C)(C)C(C)O.CC(C)C(C)C(C)C(=O)[O-]
CC(C)C1COCC[NH2+]1,O=C([O-])C(Cl)CN1CCCCC1,CC(C)C1COCC[NH2+]1.O=C([O-])C(Cl)CN1CCCCC1
COC1CC([NH3+])CC(O)C1(C)C,CC(C)(C)CCNOCC[S-],COC1CC([NH3+])CC(O)C1(C)C.CC(C)(C)CCNOCC[S-]
C=CC=C(C=C[NH3+])P=O,[O-]NCC1COCCO1,C=CC=C(C=C[NH3+])P=O.[O-]NCC1COCCO1
CCC1CC[NH2+]C(C(C)=O)C1,CCONC(C(=O)[O-])C(C)F,CCC1CC[NH2+]C(C(C)=O)C1.CCONC(C(=O)[O-])C(C)F
O=[N+]1CCCC1I,O=C([O-])CCCCNC(=O)c1nn[n-]n1,O=[N+]1CCCC1I.O=C([O-])CCCCNC(=O)c1nn[n-]n1
[NH3+]C(c1cnnn1C1CC1)C1CCCS1,[O-]NCC1COCCO1,[NH3+]C(c1cnnn1C1CC1)C1CCCS1.[O-]NCC1COCCO1
C#CCNC(NCCOC)=[NH+]C,CC1CCOC1C(=O)Nc1nn[n-]n1,C#CCNC(NCCOC)=[NH+]C.CC1CCOC1C(=O)Nc1nn[n-]n1
B[P+](C)(C)OC(C)C,O=C([O-])C1Oc2ccccc2OCC1=O,B[P+](C)(C)OC(C)C.O=C([O-])C1Oc2ccccc2OCC1=O
COCC[NH+]1CC2CCC1C2,O=C([O-])C1(c2ccon2)CC1,COCC[NH+]1CC2CCC1C2.O=C([O-])C1(c2ccon2)CC1
COCC[NH+]1CC2CCC1C2,CC(C)(CCCCS)S(=O)(=O)[O-],COCC[NH+]1CC2CCC1C2.CC(C)(CCCCS)S(=O)(=O)[O-]
CC[NH2+]C1(C)CN(C(C)=O)C1,CCCSC(CC)C(=O)[O-],CC[NH2+]C1(C)CN(C(C)=O)C1.CCCSC(CC)C(=O)[O-]
CC1CCC[NH+]1CC(N)=O,Cc1ccc(C)c(C(F)F)c1[S-],CC1CCC[NH+]1CC(N)=O.Cc1ccc(C)c(C(F)F)c1[S-]
CCC[NH2+]CCOC(C)COC,C=CC(=O)NC1COCC1C(=O)[O-],CCC[NH2+]CCOC(C)COC.C=CC(=O)NC1COCC1C(=O)[O-]
CCC(C)(C)N[NH2+]CNC,O=C([O-])C1CC(Cl)=CS1,CCC(C)(C)N[NH2+]CNC.O=C([O-])C1CC(Cl)=CS1
Cn1nc(C2CCC[NH2+]2)nc1N,O=C([O-])C1CC(Cl)=CS1,Cn1nc(C2CCC[NH2+]2)nc1N.O=C([O-])C1CC(Cl)=CS1
OC1CCC[NH2+]CC1F,C#CCNC(=O)c1ccccc1C(=O)[O-],OC1CCC[NH2+]CC1F.C#CCNC(=O)c1ccccc1C(=O)[O-]
N#Cc1nccn1CCOCC[NH3+],CC(=O)SCCC(=O)[O-],N#Cc1nccn1CCOCC[NH3+].CC(=O)SCCC(=O)[O-]
CCN(C(C)=[NH2+])C1CC1,C=C(O)CCSC(C)C(=O)[O-],CCN(C(C)=[NH2+])C1CC1.C=C(O)CCSC(C)C(=O)[O-]
NC(=S)CCC[NH+]1CCCN2CCCC2C1,O=C([O-])Cc1ncco1,NC(=S)CCC[NH+]1CCCN2CCCC2C1.O=C([O-])Cc1ncco1
CC1COCC(O)C1C[NH3+],O=C([S-])NCCc1ccccc1,CC1COCC(O)C1C[NH3+].O=C([S-])NCCc1ccccc1
CC1[NH2+]C2CCCCC1CCC2,[O-]NCc1ccc(I)cc1Br,CC1[NH2+]C2CCCCC1CCC2.[O-]NCc1ccc(I)cc1Br
CC[NH+]1CCN2CCCC2C1,CC(=CCCC(C)(C)C)C(=O)[O-],CC[NH+]1CCN2CCCC2C1.CC(=CCCC(C)(C)C)C(=O)[O-]
COCCCNCC[NH2+]CCCOC,CCC(O)P(=O)([O-])[O-],COCCCNCC[NH2+]CCCOC.CCC(O)P(=O)([O-])[O-]
C[NH2+]C(CCO)C1CC=CCC1,CN(C)SC(=O)[O-],C[NH2+]C(CCO)C1CC=CCC1.CN(C)SC(=O)[O-]
CC[NH+]1CCN2CCCC2C1,Cc1c(Cl)nn(C(=O)[O-])c1C,CC[NH+]1CCN2CCCC2C1.Cc1c(Cl)nn(C(=O)[O-])c1C
CSCC(C)([NH2+]C(C)C)C(N)=O,CN(C)SC(=O)[O-],CSCC(C)([NH2+]C(C)C)C(N)=O.CN(C)SC(=O)[O-]
COC[NH+](CCO)COC,Cc1ncsc1Cc1ncccc1C(=O)[O-],COC[NH+](CCO)COC.Cc1ncsc1Cc1ncccc1C(=O)[O-]
CCNC(=O)C(C)OC(=O)CCC[NH3+],NNc1cccc([S-])n1,CCNC(=O)C(C)OC(=O)CCC[NH3+].NNc1cccc([S-])n1
CC1C[NH2+]CCC12CCOCC2,CCC=C(Cl)C(=O)[O-],CC1C[NH2+]CCC12CCOCC2.CCC=C(Cl)C(=O)[O-]
CCCC1[NH2+]CC(C)CC1C(C)C,CC(CO)CCCC(=O)[O-],CCCC1[NH2+]CC(C)CC1C(C)C.CC(CO)CCCC(=O)[O-]
CCCOCC([NH2+]C)C1CCOC1C,CCC=C(Cl)C(=O)[O-],CCCOCC([NH2+]C)C1CCOC1C.CCC=C(Cl)C(=O)[O-]
NC(CC(=O)NCCOCCO)=[NH+]O,O=C([O-])OC1=CC=CCN1,NC(CC(=O)NCCOCCO)=[NH+]O.O=C([O-])OC1=CC=CCN1
CC(C)[NH2+]CCOc1ncncc1Br,O=C([O-])OC1=CC=CCN1,CC(C)[NH2+]CCOc1ncncc1Br.O=C([O-])OC1=CC=CCN1
COCOCC[NH2+]C(C)C,COc1cc(C)cc(Br)c1CC(=O)[O-],COCOCC[NH2+]C(C)C.COc1cc(C)cc(Br)c1CC(=O)[O-]
CC1CC[NH2+]CCCC(=O)C1,CC(C)C=CC(=O)[O-],CC1CC[NH2+]CCCC(=O)C1.CC(C)C=CC(=O)[O-]
C[NH2+]CCC(O)C(F)(F)F,CC(C)C=CC(=O)[O-],C[NH2+]CCC(O)C(F)(F)F.CC(C)C=CC(=O)[O-]
O=CC(=O)N1CC[NH2+]CC1,CC(C)=C(C)C=CC(=O)[O-],O=CC(=O)N1CC[NH2+]CC1.CC(C)=C(C)C=CC(=O)[O-]
